,iso,covax_total,avat_total,bilateral_total,donation_total,GGHE,Funding_amount,Funding amount utilized,Disbursement amount,Proportion_utilized,vaccine_willingness,funding_as_GGHE_prop,country,xcovax_offer,xcovax_strtemp,xcovax_should_have,name_short,income_group,population,Administration_rate_fully_vaccianted_70,per_population_current_doses_remaining_country,per_population_courses_secured_shipped_per_country,num_courses_remaining_country,num_doses_administered_per_capita,per_courses_req_secured_WHO_70,per_courses_shipped_WHO_70,per_courses_secured_WHO_70,doses_administered_by_population,num_courses_administered_WHO_70,num_courses_secured_WHO_70,num_courses_shipped_WHO_70,per_courses_administered_WHO_70,WHO_70per_global_target_vaccination_coverage_by_mid_status,WHO_40per_global_target_vaccination_coverage_by_mid_status,WHO_20per_global_target_vaccination_coverage_by_mid_status,WHO_10per_global_target_vaccination_coverage_by_mid_status,num_of_courses_required_WHO_70per,num_of_courses_required_administered_WHO_70per,num_of_courses_required_shipped_WHO_70per,num_of_courses_required_secured_WHO_70per,num_of_courses_required_WHO_40per,num_of_courses_required_administered_WHO_40per,num_of_courses_required_shipped_WHO_40per,num_of_courses_required_secured_WHO_40per,num_of_doses_administered_date,num_of_courses_secured,num_of_courses_delivered_date,num_of_doses_delivered_date,num_of_doses_remaining_in_country,per_of_population_fully_vaccinated_per_country,per_of_population_coverage_in_national_target_definition,Administration_rate__fully_vaccinated_4wk_average,National_target_deadline,Progress_national_target,National_target_detail,Progress_target_per_country,COVAX_participation_modality,total_vaccine_doses_received_utilized,who_region,vaccine_courses_secured_population,courses_delivered_date_population,Number_individuals_fully_vaccinated_any_product_from_any_source,day_average_of_individuals_fully_vaccinated,day_average_of_total_COVID_vaccine,days_until_country_coverage_target_achievement,doses_remaining_in_country_population,Vaccination_60_above,Vaccination_for_HCW,t70_scaleup,reported_supply_bottleneck,reported_lack_funding_bottleneck,reported_delivery_bottleneck,reported_health_bottleneck_bottleneck,reported_demand_challenges_bottleneck,reported_strategy_protocols_bottleneck,reported_needs_risk_and_engagement_strategies,reported_needs_health_recruitment_and_training,reported_needs_rapid_or_to_and_gaps_health_absorption_capacities,reported_needs_financial_support_support,reported_needs_procurement_vaccines_vaccines,reported_needs_guidance_developing_policies_or_for_up_vaccination_vaccination,reported_needs_operational_and_for_chain_management,Intent_to_vaccinate1,Name,Mortality,Primary_series_coverage,first_dose_coverage,pop_60,pop_hcw
176,BLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint Barthélemy,0,NA,NA,NA,NA
177,SHN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint Helena,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4341,8682,NA,NA,NA,NA,,Not captured,NA,NA,,NA,AFR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint Helena,0,58.162,71.833,NA,NA
178,KNA,21600,0,NA,41000,24214370.89,0,NA,0,NA,NA,0,NA,NA,NA,NA,Saint Kitts & Nevis,HIC,53192,0.006518099,0.035095503,0,1866.8,1.097345465,0.157624884,0.19170858,0,1.097345465,26650,0,7852,0.349333464,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,40958,14308,6456,6456,23404,0,0,0,58370,34502,34502,69004,3733.6,0.50101519,NA,0.000100713,,Not captured,NA,"40% target met, not on track for 70%",Self-financing,0.945892992,AMR,0.648631373,0.648631373,26650,0.000282669,15.03571429,NA,0.070191006,NA,NA,23.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint Kitts and Nevis,0,50.102,53.397,7642,2300
179,LCA,197430,0,NA,96650,39941279.61,355000,230000,230000,1,NA,0.008888048,NA,NA,NA,NA,Saint Lucia,UMIC,183627,0.014079668,0.41252648,0.034417597,75751,0.650808432,0,0.622039281,0,0.650808432,53441,0,87952,0.622039281,Off track,3) Goal not yet met,1) Goal met by deadline,1) Goal met by deadline,141393,87952,0,0,80796,27355,0,0,119506,156880,150560,301120,151502,0.291030186,0.7,0.000141591,12/31/2022,Off track,0.7,"between 10% and 40%, off track for 70%",AMC,0.496871679,AMR,0.854340593,0.819922996,53441,0.000343476,63.07142857,2296,0.825052961,NA,NA,40.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint Lucia,0,29.147,32.04,28374,740
180,MAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,SPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint Pierre and Miquelon,0,NA,NA,NA,NA
182,VCT,115800,0,NA,120100,24761675.26,570000,230000,230000,1,NA,0.023019444,NA,NA,NA,NA,Saint Vincent & The Grenadines,UMIC,110940,0.014265916,0.660370471,0.084189652,73261.5,0.63355868,0,0.643753512,0,0.63355868,30432,0,54992,0.643753512,Off track,3) Goal not yet met,1) Goal met by deadline,1) Goal met by deadline,85424,54992,0,0,48814,18382,0,0,70287,129790,120450,240900,146523,0.274310438,0.9,7.85E-05,6/30/2022,Off track,0.9,"between 10% and 40%, off track for 70%",AMC,0.391768369,AMR,1.169911664,1.085722012,30432,0.000170942,18.96428571,7013,1.320740941,0.185152164,0.372781065,83.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint Vincent and the Grenadines,0,27.431,32.68,16824,1014
183,WSM,215200,0,NA,50000,32192988.03,8252157,NA,140768.8295,NA,NA,0.256333988,NA,NA,NA,NA,Samoa,LMIC,198414,0,0.218214189,2.52E-06,43296.75,1.53665064,0,0.142349407,0,1.53665064,131031,0,21748,0.142349407,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,152779,21748,0,0,87302,0,0,0,304893,217492,217492,434985,86593.5,0.660391908,0.95,0.000133559,1/4/2022,Deadline past,0.95,"40% target met, not on track for 70%",AMC,0.800927618,WPR,1.096155009,1.096152489,131031,0.005150666,1021.964286,71,0.436428377,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Samoa,0.504,74.737,94.445,16462,880
184,SMR,0,0,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Marino,HIC,33938,0,0,1.47E-05,0,2.037951559,0,0.095974284,0,2.037951559,23624,0,2508,0.095974284,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,26132,2508,0,0,14933,0,0,0,69164,38040,38040,76081,0,0.696092875,NA,2.63E-05,,Not captured,NA,"40% target met, not on track for 70%",Self-financing,1,EUR,1.120882197,1.120867464,23624,0.001046025,35.5,NA,0,1,0.794413002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Marino,0,68.569,76.472,9884,1697
185,STP,165120,79200,NA,37000,11633535.14,8672792,978461,1039335.243,1.062214277,NA,0.745499274,NA,NA,NA,NA,Sao Tome & Principe,LMIC,219159,0.007886057,0.396698059,2.28E-06,86939.95,0.952080453,0,0.484960178,0,0.952080453,86914,0,81838,0.484960178,Off track,3) Goal not yet met,1) Goal met by deadline,1) Goal met by deadline,168752,81838,0,0,96430,9516,0,0,208657,212520,212520,425041,173879.9,0.396579652,0.7,0,12/31/2022,Off track,0.7,"between 10% and 40%, off track for 70%",AMC,0.590910289,AFR,0.969709207,0.969706925,86914,0,0,NA,0.793396119,0.277977749,0.86189608,0,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,NA,Sao Tome and Principe,0,39.658,51.884,11376,2194
186,SAU,1772430,0,2.30E+07,NA,NA,NA,NA,NA,NA,0.982,NA,NA,NA,NA,NA,Saudi Arabia,HIC,34813871,0,0,0,0,1.844437466,0,0.076341118,0,1.844437466,24760229,0,2046452,0.076341118,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,26806681,2046452,0,0,15318103,0,0,0,64212008,35102909,35316605,70633210,0,0.711217348,NA,0.000224656,,Not captured,NA,70% target met,Self-financing,1,EMR,1.00830238,1.014440623,24760229,0.001355012,47173.21429,NA,0,0.416317429,0.807526908,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,Saudi Arabia,0.04,71.24,76.001,2178076,743145
187,SEN,4073390,460800,2.00E+05,325000,222008693.9,146447824.3,1380115,3683533.25,2.669004576,0.757,0.659649051,Senegal,21,100,33,Senegal,LMIC,16743927,0.019079724,0.083134751,0.480021742,1392002.2,0.14909125,0.149062145,0.146427424,0.623404849,0.14909125,1045680,8037449,1887863,0.918894418,Off track,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,12892824,11847144,9959281,1921832,7367328,6321648,4433785,0,2496373,10970992,2933543,5867086,2784004.4,0.0624513,0.5304,7.89E-06,12/31/2022,Off track,0.5304,NA,AMC,0.525487712,AFR,0.655222159,0.175200417,1045680,0,0,NA,0.166269502,0.339387514,1,0,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,78,Senegal,0,43.629,11.215,832868,65530
188,SRB,730080,0,7950000,463270,2564993795,2600000,NA,0,NA,0.758,0.001013648,NA,NA,NA,NA,Serbia,UMIC,6926705,0.007738677,0.126503439,0,876252,0.966634063,0.120028206,0.259444953,0,0.966634063,3309619,0,1383766,0.379473159,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,5333563,2023944,640178,640178,3047750,0,0,0,6695589,4693385,4693385,9386770,1752504,0.477805681,NA,0.000157981,,Not captured,NA,"40% target met, not on track for 70%",Self-financing,0.813300635,EUR,0.6775783,0.6775783,3309619,0.000239209,1656.928571,NA,0.253006877,1,0.634596391,32.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,Serbia,0.419,47.781,48.896,2221992,196066
189,SYC,74880,0,NA,126000,60237542.95,330000,NA,0,NA,NA,0.005478311,NA,NA,NA,NA,Seychelles,HIC,98347,0,0.111349101,0,10950.85,2.045014083,0,0,0,2.045014083,75727,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,75727,0,0,0,43273,0,0,0,201121,123902,123902,247803,21901.7,0.818093079,0.7,9.73E-05,3/31/2021,Goal met,0.7,70% target met,No,0.911616486,AFR,1.259840158,1.259845242,80457,0.000461558,45.39285714,0,0.222698201,1,NA,0,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,Seychelles,0,81.64,85.757,13376,1064
190,SLE,1510110,463200,NA,410000,63738640.54,37435555.56,967690,3241508.983,3.349739052,NA,0.587329056,NA,NA,NA,NA,Sierra Leone,LIC,7976983,0.01488047,0.054200191,0.311696979,432354,0.359657028,0.257495062,0.123478638,0.404801184,0.359657028,1315830,2486401,758440,0.785774884,Off track,3) Goal not yet met,3) Goal not yet met,2) Goal met after deadline,6142277,4826447,4068007,1581606,3509873,2194043,1435603,0,2868978,4560672,2074270,4148540,864708,0.164953341,0.4,0.00063171,6/30/2022,Off track,0.4,NA,AMC,0.791563297,AFR,0.571728873,0.260031894,1315830,0,0,NA,0.108400381,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra Leone,0,16.495,24.916,378943,22983
191,SGP,938400,0,301000,NA,NA,NA,NA,NA,NA,0.988,NA,NA,NA,NA,NA,Singapore,HIC,5850342,0,0,0,0,2.386920628,0,0,0,2.386920628,4504763,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,4504763,0,0,0,2574150,0,0,0,13964302,7680366,7694518,15389037,0,0.851278438,NA,9.33E-05,,Not captured,NA,70% target met,Self-financing,1,WPR,1.312806414,1.315225332,4980270,0.00084677,4953.892857,NA,0,0.956725596,0.615828902,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6,Singapore,0.273,85.128,85.67,1292681,146302
192,SXM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sint Maarten,HIC,42882,0.002536362,NA,NA,NA,1.446830838,NA,NA,NA,1.446830838,25970,NA,NA,0.213483146,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,33019,7049,NA,NA,18868,0,NA,NA,62043,NA,NA,NA,NA,0.60561541,NA,0,,Not captured,NA,"40% target met, not on track for 70%",,NA,AMR,NA,NA,25970,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.562,65.235,NA,NA
193,SVK,0,0,2.00E+06,15000,NA,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA,Slovakia,HIC,5457873,0.006709152,0.259203265,2.324046382,1414698.5,1.293964883,0,0.340985808,0,1.293964883,2769548,0,1433014,0.340985808,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,4202562,1433014,0,0,2401464,0,0,0,7062296,18179735,5495385,10990770,2829397,0.507440902,NA,2.02E-05,,Not captured,NA,"40% target met, not on track for 70%",No,0.74256608,EUR,3.330919389,1.006873007,2769548,0.00013722,748.9285714,NA,0.518406529,NA,NA,48.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Slovakia,0.971,50.753,51.685,1299213,205285
194,SVN,0,0,NA,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,Slovenia,HIC,2095861,0.00414823,0.495698427,1.784879102,1038915,1.409958962,0,0.251476472,0,1.409958962,1207977,0,405836,0.251476472,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,1613813,405836,0,0,922179,0,0,0,2955078,6536918,2796060,5592120,2077830,0.576363127,NA,0,,Not captured,NA,"40% target met, not on track for 70%",No,0.628436085,EUR,3.118965666,1.334086564,1207977,0.000146207,306.4285714,NA,0.991396853,1,0.652031484,28.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Slovenia,0.716,57.621,59.113,587043,70812
195,SLB,209420,0,NA,263000,49012774.06,3851043,NA,2396624.911,NA,NA,0.078572231,NA,NA,NA,NA,Solomon Islands,LMIC,686884,0.013911238,0.148415162,0.248313398,101944,0.572753187,0.050111458,0.361712305,0.322483792,0.572753187,140525,170562,191310,0.734307555,Off track,3) Goal not yet met,2) Goal met after deadline,2) Goal met after deadline,528901,388376,197066,26504,302229,161704,0,0,393415,502398,331835,663670,203888,0.204583307,NA,0.001799742,,Not captured,NA,NA,AMC,0.692787078,WPR,0.731415348,0.48310195,140525,0.003512706,2412.821429,NA,0.296830324,0.298230691,0.524788592,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solomon Islands,0.437,20.458,36.56,40247,6031
196,SOM,5096900,0,2.00E+05,7.00E+05,NA,64483182.63,5100000,7724897.142,1.514685714,NA,NA,NA,NA,NA,NA,Somalia,LIC,15893222,0.016018406,0.096293282,0.446239315,1530410.5,0.166833069,0.161146862,0.146136134,0.579531616,0.166833069,1385138,7092181,1788382,0.886814611,Off track,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,12237781,10852643,9064261,1972080,6993018,5607880,3819498,0,2651515,10265700,3173520,6347040,3060821,0.08715275,0.4,0.000122224,12/1/2022,Off track,0.4,NA,AMC,0.517756151,EMR,0.645916888,0.199677573,1385138,0.000446127,7090.392857,1291,0.192586563,0.283225567,1,35.91,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,NA,Somalia,0,8.715,13.843,745134,12608
197,ZAF,9269910,0,6.10E+07,NA,16429121143,13914785,NA,712146.96,NA,0.848,0.000846959,NA,NA,NA,NA,South Africa,UMIC,59308690,0.01264672,0,0.269087439,0,0.588131672,0.230638637,-0.003903876,0.34946422,0.588131672,19354014,15959224,-178281,0.576198981,Off track,3) Goal not yet met,1) Goal met by deadline,1) Goal met by deadline,45667691,26313677,26491958,10532734,26095824,6741810,6920091,0,34881319,35134956,19175733,38351466,0,0.326326783,0.7,0.00041905,12/31/2021,Deadline past,0.7,"between 10% and 40%, off track for 70%",No,1,AFR,0.592408237,0.323320798,19354014,0.000698877,41449.5,1013,0,NA,NA,18.1,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,84.8,South Africa,0.27,30.164,33.222,5216144,1075564
198,SSD,930070,0,NA,59000,31684581.76,76939489.41,2988882,4197935.87,1.404517097,0.723,2.428294304,NA,NA,NA,NA,South Sudan,LIC,11193725,0.012853667,0.053043915,0.52387753,593759,0.06182169,0.198492708,0.051561705,0.680360448,0.06182169,599766,5864141,444419,0.930414861,Off track,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,8619168,8019402,7574983,1710842,4925239,4325473,3881054,0,692015,6908326,1044185,2088370,1187518,0.053580555,0.5,0.000218975,12/31/2022,Off track,0.5,NA,AMC,0.431366089,AFR,0.617160597,0.093283067,599766,0.000218981,2451.214286,4059,0.10608783,0.064105076,0.458995233,58.7,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,NA,South Sudan,0,5.538,5.927,589801,58103
199,ESP,0,0,NA,NA,NA,NA,NA,NA,NA,0.957,NA,NA,NA,NA,NA,Spain,HIC,47332614,0,0.42758226,1.444136352,20238586.05,2.135567095,0,0,0,2.135567095,36446113,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,36446113,0,0,0,20826350,0,0,0,101081973,146998718,78643970,157287939,40477172.1,0.78684412,NA,0.000195457,,Not captured,NA,70% target met,No,0.742655588,EUR,3.105653926,1.661517574,37243389,0.000476239,22541.64286,NA,0.855164519,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1,Spain,1.105,78.759,86.983,12528171,1663771
200,LKA,5128210,0,15500000,3687200,1373621564,336747991,981803,3000192.393,3.055798764,0.975,0.245153396,NA,NA,NA,NA,Sri Lanka,LMIC,21413249,0,0,0.287167398,0,1.841963543,0,0.123656964,0,1.841963543,14449321,0,2038881,0.123656964,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,16488202,2038881,0,0,9421830,0,0,0,39442424,27842520,21693333,43386666,0,0.674784149,0.667,6.05E-05,,Goal met,0.667,"40% target met, not on track for 70%",AMC,1,SEAR,1.300247338,1.013079939,14449321,0.000291644,6245.035714,0,0,0.019861613,1,0,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,97.6,Sri Lanka,0.019,67.513,79.69,3633139,151758
201,SDN,8136830,460800,NA,250000,577156172.7,116570068.4,3536420,4124035.782,1.166161197,0.795,0.201973181,NA,NA,NA,NA,Sudan,LIC,43849260,0.021118981,0.028641099,0.55899396,1255891,0.161340625,0.116297303,0.050807267,0.725966172,0.161340625,3610352,24511471,1715453,0.893070741,Off track,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,33763930,30153578,28438125,3926654,19293674,15683322,13967869,0,7074667,29837276,5325805,10651610,2511782,0.082335529,0.2,0.000688899,6/30/2022,Off track,0.2,NA,AMC,0.764187574,EMR,0.680451084,0.121457124,3610352,0.000753173,33026.07143,243,0.057282198,NA,1,28.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.1,Sudan,0.005,8.282,13.523,2574554,203322
202,SUR,144000,0,NA,441400,180052034.2,282294,NA,0,NA,NA,0.001567847,Suriname,100,100,100,Suriname,UMIC,586632,0.009621991,0.153808094,0.210101051,90228.75,0.943808043,0,0.37690804,0.097096126,0.943808043,237596,43859,170252,0.474004166,Off track,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,451707,214111,43859,0,258118,20522,0,0,553668,531100,407848,815695,180457.5,0.405017115,NA,2.45E-05,,Not captured,NA,"between 10% and 40%, off track for 70%",Self-financing,0.778768412,AMR,0.905337588,0.695236537,237596,8.18E-05,48,NA,0.307616189,NA,NA,117.6,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,NA,Suriname,0,40.502,45.615,66327,8081
203,SWE,0,0,NA,NA,NA,NA,NA,NA,NA,0.941,NA,NA,NA,NA,NA,Sweden,HIC,10327589,0,0.292490217,1.644138337,3020718.75,2.024228017,0,0.072385983,0,2.024228017,7376613,0,575631,0.072385983,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,7952244,575631,0,0,4544139,0,0,0,20905395,31950447,14970462,29940925,6041437.5,0.714262835,NA,4.22E-05,,Not captured,NA,70% target met,No,0.798221414,EUR,3.093698539,1.449560202,7376613,0.003031782,31311,NA,0.584980434,1,0.699282046,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.7,Sweden,0.01,71.449,73.093,2653352,747436
204,CHE,0,0,65950000,NA,NA,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA,Switzerland,HIC,8654618,0,0.150685594,3.008573053,1304126.25,1.869320287,0,0.100589041,0,1.869320287,5993725,0,670331,0.100589041,On track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,6664056,670331,0,0,3808032,0,0,0,16178253,36474998,10436948,20873895,2608252.5,0.692546453,NA,0.000688518,,Not captured,NA,"40% target met, on track for 70%",Self-financing,0.875047158,EUR,4.214512818,1.205939765,5993725,0.017862499,154593.1071,NA,0.301371187,1,0.646471851,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,Switzerland,0.012,69.655,74.516,2245767,688378
205,SYR,8351240,0,NA,1805000,NA,12066175.72,3451738,3166801.26,0.917451226,NA,NA,NA,NA,NA,NA,Syria,LIC,17500658,0.020934712,0.239323487,0.295123303,4188318.5,0.210528598,0.119482332,0.38412128,0.383277008,0.210528598,1524341,5164852,5176229,0.88688062,Off track,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,13475507,11951166,6774937,1610085,7700290,6175949,999720,0,3684389,11865422,6700570,13401140,8376637,0.087101925,0.7,0.00033672,12/31/2022,Off track,0.7,NA,AMC,0.374931013,EMR,0.677998622,0.382875318,1524341,0.000493859,8642.857143,2374,0.478646974,NA,0.304149093,42.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syrian Arab Republic,0,8.746,14.101,1382389,189680
206,TJK,9614360,0,NA,390000,147296124.3,63276291.78,978461,1180571.713,1.206559805,NA,0.429585585,NA,NA,NA,NA,Tajikistan,LMIC,9537642,0.006193938,0.056928264,0.141970573,542961.4,1.209153688,0,0.289209917,0.045447131,1.209153688,4886268,333763,2123953,0.334657047,Off track,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,7343984,2457716,333763,0,4196562,0,0,0,11532475,8364286,7010221,14020442,1085922.8,0.51231405,0.7,0.001018521,12/1/2022,On track,0.7,"between 10% and 40%, off track for 70%",AMC,0.922547178,EUR,0.876976248,0.735005675,4886268,0.004092828,39035.92857,85,0.113856528,NA,0.912948762,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tajikistan,0,51.525,54.172,584617,90889
207,THA,0,0,2.25E+08,7460870,14611129792,2166102,NA,908652.37,NA,0.977,0.00014825,NA,NA,NA,NA,Thailand,UMIC,69799978,0,0,0.619262437,0,1.89581832,0,0.052811128,0,1.89581832,50907597,0,2838386,0.052811128,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,53745983,2838386,0,0,30711990,0,0,0,132328077,116503486,73278982,146557964,0,0.72933543,NA,0.000391684,,Not captured,NA,70% target met,No,1,SEAR,1.669104917,1.04984248,50907597,0.001881949,131360,NA,0,0.58566084,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.9,Thailand,0.633,73.386,80.409,13962436,683112
208,GBR,539370,0,4.56E+08,NA,NA,NA,NA,NA,NA,0.929,NA,NA,NA,NA,NA,UK,HIC,67886004,0,0.208283927,1.971243351,14139563.5,2.087773542,0,0.050629624,0,2.087773542,49625700,0,2646523,0.050629624,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,52272223,2646523,0,0,29869842,0,0,0,141730603,228269684,94449850,188899700,28279127,0.731015188,NA,0.000158503,,Not captured,NA,70% target met,Self-financing,0.850295543,EUR,3.362544126,1.391300775,49625700,0.000520515,35335.71429,NA,0.416567854,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,73.018,78.092,16870737,4482763
209,TLS,494040,0,NA,182000,72046877.23,4403402,244615,1878815.272,7.680703439,0.802,0.061118568,NA,NA,NA,NA,Timor-Leste,LMIC,1318445,0.00605035,0,0.02259442,0,1.100674658,0.18446163,0.177404913,0.0293429,1.100674658,618046,29789,180102,0.391209443,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,1015203,397157,217055,187266,580116,0,0,0,1451179,827938,798148,1596297,0,0.468768891,0.7,0.000945459,6/30/2022,Off track,0.7,"40% target met, not on track for 70%",AMC,1,SEAR,0.627965141,0.605370721,618046,0.003266917,4307.25,104,0,0.727473167,1,1.85,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,NA,Timor-Leste,0,47.717,59.686,89349,5719
210,TGO,3685670,1651200,NA,445000,56248139.27,57178324.3,1000017,1115993.843,1.115974872,NA,1.01653717,NA,NA,NA,NA,Togo,LIC,8278724,0.017245684,0.149427496,0.406399102,1237069,0.397503408,0,0.25808876,0.497576874,0.397503408,1557538,3171862,1645217,0.755665635,Off track,3) Goal not yet met,3) Goal not yet met,2) Goal met after deadline,6374617,4817079,3171862,0,3642639,2085101,439884,0,3290821,6567221,3202755,6405510,2474138,0.188137447,0.7,0,12/31/2022,Off track,0.7,NA,AMC,0.613748476,AFR,0.79326488,0.386865778,1557538,0.001150207,9522.25,840,0.298854993,NA,0.696454699,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Togo,0,18.814,24.61,401773,44425
